Region,Country,State,City,Month,Day,Year,Temperature,Fahrenheit 
Asia,India,,Bombay (Mumbai),2,10,1996,24.33333333,75.8
Asia,India,,Bombay (Mumbai),2,11,1996,23.88888889,75
Asia,India,,Bombay (Mumbai),2,12,1996,24.5,76.1
Asia,India,,Bombay (Mumbai),2,13,1996,25.11111111,77.2
Asia,India,,Bombay (Mumbai),2,14,1996,24.61111111,76.3
Asia,India,,Bombay (Mumbai),2,15,1996,24.16666667,75.5
Asia,India,,Bombay (Mumbai),2,16,1996,26.11111111,79
Asia,India,,Bombay (Mumbai),2,17,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),2,18,1996,29.61111111,85.3
Asia,India,,Bombay (Mumbai),2,19,1996,28.61111111,83.5
Asia,India,,Bombay (Mumbai),2,20,1996,26.72222222,80.1
Asia,India,,Bombay (Mumbai),2,21,1996,25.11111111,77.2
Asia,India,,Bombay (Mumbai),2,22,1996,25.61111111,78.1
Asia,India,,Bombay (Mumbai),2,23,1996,25.61111111,78.1
Asia,India,,Bombay (Mumbai),2,24,1996,25.5,77.9
Asia,India,,Bombay (Mumbai),2,25,1996,24.83333333,76.7
Asia,India,,Bombay (Mumbai),2,26,1996,23.72222222,74.7
Asia,India,,Bombay (Mumbai),2,27,1996,23.88888889,75
Asia,India,,Bombay (Mumbai),2,28,1996,25.5,77.9
Asia,India,,Bombay (Mumbai),2,29,1996,26.5,79.7
Asia,India,,Bombay (Mumbai),3,1,1996,27.11111111,80.8
Asia,India,,Bombay (Mumbai),3,2,1996,27.5,81.5
Asia,India,,Bombay (Mumbai),3,3,1996,27.05555556,80.7
Asia,India,,Bombay (Mumbai),3,4,1996,27.83333333,82.1
Asia,India,,Bombay (Mumbai),3,5,1996,26.27777778,79.3
Asia,India,,Bombay (Mumbai),3,6,1996,27.44444444,81.4
Asia,India,,Bombay (Mumbai),3,7,1996,27.27777778,81.1
Asia,India,,Bombay (Mumbai),3,8,1996,27.44444444,81.4
Asia,India,,Bombay (Mumbai),3,9,1996,28.11111111,82.6
Asia,India,,Bombay (Mumbai),3,10,1996,29.27777778,84.7
Asia,India,,Bombay (Mumbai),3,11,1996,28.55555556,83.4
Asia,India,,Bombay (Mumbai),3,12,1996,28.5,83.3
Asia,India,,Bombay (Mumbai),3,13,1996,29.88888889,85.8
Asia,India,,Bombay (Mumbai),3,14,1996,29.11111111,84.4
Asia,India,,Bombay (Mumbai),3,15,1996,29.77777778,85.6
Asia,India,,Bombay (Mumbai),3,16,1996,29.88888889,85.8
Asia,India,,Bombay (Mumbai),3,17,1996,29.27777778,84.7
Asia,India,,Bombay (Mumbai),3,18,1996,29.16666667,84.5
Asia,India,,Bombay (Mumbai),3,19,1996,28.94444444,84.1
Asia,India,,Bombay (Mumbai),3,20,1996,29.05555556,84.3
Asia,India,,Bombay (Mumbai),3,21,1996,29.11111111,84.4
Asia,India,,Bombay (Mumbai),3,22,1996,29.66666667,85.4
Asia,India,,Bombay (Mumbai),3,23,1996,31.38888889,88.5
Asia,India,,Bombay (Mumbai),3,24,1996,31.05555556,87.9
Asia,India,,Bombay (Mumbai),3,25,1996,28.16666667,82.7
Asia,India,,Bombay (Mumbai),3,26,1996,27.66666667,81.8
Asia,India,,Bombay (Mumbai),3,27,1996,27.66666667,81.8
Asia,India,,Bombay (Mumbai),3,28,1996,28.83333333,83.9
Asia,India,,Bombay (Mumbai),3,29,1996,28.83333333,83.9
Asia,India,,Bombay (Mumbai),3,30,1996,27.38888889,81.3
Asia,India,,Bombay (Mumbai),3,31,1996,28.11111111,82.6
Asia,India,,Bombay (Mumbai),4,1,1996,29.27777778,84.7
Asia,India,,Bombay (Mumbai),4,2,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),4,3,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),4,4,1996,26.88888889,80.4
Asia,India,,Bombay (Mumbai),4,5,1996,27.5,81.5
Asia,India,,Bombay (Mumbai),4,6,1996,28.22222222,82.8
Asia,India,,Bombay (Mumbai),4,7,1996,31.83333333,89.3
Asia,India,,Bombay (Mumbai),4,8,1996,31.5,88.7
Asia,India,,Bombay (Mumbai),4,9,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),4,10,1996,27.5,81.5
Asia,India,,Bombay (Mumbai),4,11,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),4,12,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),4,13,1996,29.72222222,85.5
Asia,India,,Bombay (Mumbai),4,14,1996,30.27777778,86.5
Asia,India,,Bombay (Mumbai),4,15,1996,30.16666667,86.3
Asia,India,,Bombay (Mumbai),4,16,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),4,17,1996,28.94444444,84.1
Asia,India,,Bombay (Mumbai),4,18,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),4,19,1996,29.05555556,84.3
Asia,India,,Bombay (Mumbai),4,20,1996,28.55555556,83.4
Asia,India,,Bombay (Mumbai),4,21,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),4,22,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),4,23,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),4,24,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),4,25,1996,28.94444444,84.1
Asia,India,,Bombay (Mumbai),4,26,1996,28.77777778,83.8
Asia,India,,Bombay (Mumbai),4,27,1996,29.27777778,84.7
Asia,India,,Bombay (Mumbai),4,28,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),4,29,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),4,30,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),5,1,1996,29.61111111,85.3
Asia,India,,Bombay (Mumbai),5,2,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),5,3,1996,29.16666667,84.5
Asia,India,,Bombay (Mumbai),5,4,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),5,5,1996,29,84.2
Asia,India,,Bombay (Mumbai),5,6,1996,29.22222222,84.6
Asia,India,,Bombay (Mumbai),5,7,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),5,8,1996,29.61111111,85.3
Asia,India,,Bombay (Mumbai),5,9,1996,29.44444444,85
Asia,India,,Bombay (Mumbai),5,10,1996,29.27777778,84.7
Asia,India,,Bombay (Mumbai),5,11,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),5,12,1996,29.16666667,84.5
Asia,India,,Bombay (Mumbai),5,13,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),5,14,1996,29.44444444,85
Asia,India,,Bombay (Mumbai),5,15,1996,29.66666667,85.4
Asia,India,,Bombay (Mumbai),5,16,1996,29.77777778,85.6
Asia,India,,Bombay (Mumbai),5,17,1996,29.83333333,85.7
Asia,India,,Bombay (Mumbai),5,18,1996,29.88888889,85.8
Asia,India,,Bombay (Mumbai),5,19,1996,30,86
Asia,India,,Bombay (Mumbai),5,20,1996,29.83333333,85.7
Asia,India,,Bombay (Mumbai),5,21,1996,29.88888889,85.8
Asia,India,,Bombay (Mumbai),5,22,1996,30.05555556,86.1
Asia,India,,Bombay (Mumbai),5,23,1996,30,86
Asia,India,,Bombay (Mumbai),5,24,1996,30.05555556,86.1
Asia,India,,Bombay (Mumbai),5,25,1996,30.16666667,86.3
Asia,India,,Bombay (Mumbai),5,26,1996,30.44444444,86.8
Asia,India,,Bombay (Mumbai),5,27,1996,30.22222222,86.4
Asia,India,,Bombay (Mumbai),5,28,1996,30.33333333,86.6
Asia,India,,Bombay (Mumbai),5,29,1996,30.61111111,87.1
Asia,India,,Bombay (Mumbai),5,30,1996,30.55555556,87
Asia,India,,Bombay (Mumbai),5,31,1996,30.38888889,86.7
Asia,India,,Bombay (Mumbai),6,1,1996,30.38888889,86.7
Asia,India,,Bombay (Mumbai),6,2,1996,30.72222222,87.3
Asia,India,,Bombay (Mumbai),6,3,1996,30.38888889,86.7
Asia,India,,Bombay (Mumbai),6,4,1996,30.66666667,87.2
Asia,India,,Bombay (Mumbai),6,5,1996,31,87.8
Asia,India,,Bombay (Mumbai),6,6,1996,31,87.8
Asia,India,,Bombay (Mumbai),6,7,1996,31.61111111,88.9
Asia,India,,Bombay (Mumbai),6,8,1996,30.77777778,87.4
Asia,India,,Bombay (Mumbai),6,9,1996,31.22222222,88.2
Asia,India,,Bombay (Mumbai),6,10,1996,31,87.8
Asia,India,,Bombay (Mumbai),6,11,1996,30.05555556,86.1
Asia,India,,Bombay (Mumbai),6,12,1996,28.94444444,84.1
Asia,India,,Bombay (Mumbai),6,13,1996,29.61111111,85.3
Asia,India,,Bombay (Mumbai),6,14,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),6,15,1996,28.16666667,82.7
Asia,India,,Bombay (Mumbai),6,16,1996,30.66666667,87.2
Asia,India,,Bombay (Mumbai),6,17,1996,29.11111111,84.4
Asia,India,,Bombay (Mumbai),6,18,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),6,19,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),6,20,1996,29.16666667,84.5
Asia,India,,Bombay (Mumbai),6,21,1996,29.61111111,85.3
Asia,India,,Bombay (Mumbai),6,22,1996,29.72222222,85.5
Asia,India,,Bombay (Mumbai),6,23,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),6,24,1996,28.38888889,83.1
Asia,India,,Bombay (Mumbai),6,25,1996,29.66666667,85.4
Asia,India,,Bombay (Mumbai),6,26,1996,29.88888889,85.8
Asia,India,,Bombay (Mumbai),6,27,1996,29.94444444,85.9
Asia,India,,Bombay (Mumbai),6,28,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),6,29,1996,29.16666667,84.5
Asia,India,,Bombay (Mumbai),6,30,1996,29.66666667,85.4
Asia,India,,Bombay (Mumbai),7,1,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),7,2,1996,27.5,81.5
Asia,India,,Bombay (Mumbai),7,3,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),7,4,1996,28.38888889,83.1
Asia,India,,Bombay (Mumbai),7,5,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),7,6,1996,28.38888889,83.1
Asia,India,,Bombay (Mumbai),7,7,1996,29.83333333,85.7
Asia,India,,Bombay (Mumbai),7,8,1996,27.61111111,81.7
Asia,India,,Bombay (Mumbai),7,9,1996,28.77777778,83.8
Asia,India,,Bombay (Mumbai),7,10,1996,29.27777778,84.7
Asia,India,,Bombay (Mumbai),7,11,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),7,12,1996,27.72222222,81.9
Asia,India,,Bombay (Mumbai),7,13,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),7,14,1996,27.61111111,81.7
Asia,India,,Bombay (Mumbai),7,15,1996,27.5,81.5
Asia,India,,Bombay (Mumbai),7,16,1996,27.16666667,80.9
Asia,India,,Bombay (Mumbai),7,17,1996,28.16666667,82.7
Asia,India,,Bombay (Mumbai),7,18,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),7,19,1996,26.72222222,80.1
Asia,India,,Bombay (Mumbai),7,20,1996,27.61111111,81.7
Asia,India,,Bombay (Mumbai),7,21,1996,26.22222222,79.2
Asia,India,,Bombay (Mumbai),7,22,1996,26.44444444,79.6
Asia,India,,Bombay (Mumbai),7,23,1996,27.27777778,81.1
Asia,India,,Bombay (Mumbai),7,24,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),7,25,1996,29.22222222,84.6
Asia,India,,Bombay (Mumbai),7,26,1996,28.55555556,83.4
Asia,India,,Bombay (Mumbai),7,27,1996,28.77777778,83.8
Asia,India,,Bombay (Mumbai),7,28,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),7,29,1996,29.11111111,84.4
Asia,India,,Bombay (Mumbai),7,30,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),7,31,1996,28.38888889,83.1
Asia,India,,Bombay (Mumbai),8,1,1996,28.5,83.3
Asia,India,,Bombay (Mumbai),8,2,1996,28.16666667,82.7
Asia,India,,Bombay (Mumbai),8,3,1996,28.5,83.3
Asia,India,,Bombay (Mumbai),8,4,1996,28.83333333,83.9
Asia,India,,Bombay (Mumbai),8,5,1996,28.61111111,83.5
Asia,India,,Bombay (Mumbai),8,6,1996,28.77777778,83.8
Asia,India,,Bombay (Mumbai),8,7,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),8,8,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),8,9,1996,28,82.4
Asia,India,,Bombay (Mumbai),8,10,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),8,11,1996,28,82.4
Asia,India,,Bombay (Mumbai),8,12,1996,28.66666667,83.6
Asia,India,,Bombay (Mumbai),8,13,1996,29.05555556,84.3
Asia,India,,Bombay (Mumbai),8,14,1996,28,82.4
Asia,India,,Bombay (Mumbai),8,15,1996,28.5,83.3
Asia,India,,Bombay (Mumbai),8,16,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),8,17,1996,28.55555556,83.4
Asia,India,,Bombay (Mumbai),8,18,1996,28.94444444,84.1
Asia,India,,Bombay (Mumbai),8,19,1996,28.77777778,83.8
Asia,India,,Bombay (Mumbai),8,20,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),8,21,1996,28.61111111,83.5
Asia,India,,Bombay (Mumbai),8,22,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),8,23,1996,28.77777778,83.8
Asia,India,,Bombay (Mumbai),8,24,1996,28.16666667,82.7
Asia,India,,Bombay (Mumbai),8,25,1996,28,82.4
Asia,India,,Bombay (Mumbai),8,26,1996,28.83333333,83.9
Asia,India,,Bombay (Mumbai),8,27,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),8,28,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),8,29,1996,26.44444444,79.6
Asia,India,,Bombay (Mumbai),8,30,1996,26.66666667,80
Asia,India,,Bombay (Mumbai),8,31,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),9,1,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),9,2,1996,28.11111111,82.6
Asia,India,,Bombay (Mumbai),9,3,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),9,4,1996,28.44444444,83.2
Asia,India,,Bombay (Mumbai),9,5,1996,28.33333333,83
Asia,India,,Bombay (Mumbai),9,6,1996,27.72222222,81.9
Asia,India,,Bombay (Mumbai),9,7,1996,26,78.8
Asia,India,,Bombay (Mumbai),9,8,1996,26.55555556,79.8
Asia,India,,Bombay (Mumbai),9,9,1996,25.88888889,78.6
Asia,India,,Bombay (Mumbai),9,10,1996,27.16666667,80.9
Asia,India,,Bombay (Mumbai),9,11,1996,27,80.6
Asia,India,,Bombay (Mumbai),9,12,1996,26.33333333,79.4
Asia,India,,Bombay (Mumbai),9,13,1996,26.55555556,79.8
Asia,India,,Bombay (Mumbai),9,14,1996,26.66666667,80
Asia,India,,Bombay (Mumbai),9,15,1996,26.61111111,79.9
Asia,India,,Bombay (Mumbai),9,16,1996,27.88888889,82.2
Asia,India,,Bombay (Mumbai),9,17,1996,27.38888889,81.3
Asia,India,,Bombay (Mumbai),9,18,1996,27.38888889,81.3
Asia,India,,Bombay (Mumbai),9,19,1996,28,82.4
Asia,India,,Bombay (Mumbai),9,20,1996,28.16666667,82.7
Asia,India,,Bombay (Mumbai),9,21,1996,28.22222222,82.8
Asia,India,,Bombay (Mumbai),9,22,1996,28.05555556,82.5
Asia,India,,Bombay (Mumbai),9,23,1996,27.44444444,81.4
Asia,India,,Bombay (Mumbai),9,24,1996,29.11111111,84.4
Asia,India,,Bombay (Mumbai),9,25,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),9,26,1996,29.44444444,85
Asia,India,,Bombay (Mumbai),9,27,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),9,28,1996,27.61111111,81.7
Asia,India,,Bombay (Mumbai),9,29,1996,27.11111111,80.8
Asia,India,,Bombay (Mumbai),9,30,1996,27.05555556,80.7
Asia,India,,Bombay (Mumbai),10,1,1996,27.77777778,82
Asia,India,,Bombay (Mumbai),10,2,1996,26.72222222,80.1
Asia,India,,Bombay (Mumbai),10,3,1996,25.66666667,78.2
Asia,India,,Bombay (Mumbai),10,4,1996,27.83333333,82.1
Asia,India,,Bombay (Mumbai),10,5,1996,27.72222222,81.9
Asia,India,,Bombay (Mumbai),10,6,1996,28,82.4
Asia,India,,Bombay (Mumbai),10,7,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),10,8,1996,28,82.4
Asia,India,,Bombay (Mumbai),10,9,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),10,10,1996,29.88888889,85.8
Asia,India,,Bombay (Mumbai),10,11,1996,29.83333333,85.7
Asia,India,,Bombay (Mumbai),10,12,1996,30.61111111,87.1
Asia,India,,Bombay (Mumbai),10,13,1996,29.5,85.1
Asia,India,,Bombay (Mumbai),10,14,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),10,15,1996,29.16666667,84.5
Asia,India,,Bombay (Mumbai),10,16,1996,28.72222222,83.7
Asia,India,,Bombay (Mumbai),10,17,1996,28.66666667,83.6
Asia,India,,Bombay (Mumbai),10,18,1996,29,84.2
Asia,India,,Bombay (Mumbai),10,19,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),10,20,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),10,21,1996,28.88888889,84
Asia,India,,Bombay (Mumbai),10,22,1996,26.72222222,80.1
Asia,India,,Bombay (Mumbai),10,23,1996,27.5,81.5
Asia,India,,Bombay (Mumbai),10,24,1996,28.61111111,83.5
Asia,India,,Bombay (Mumbai),10,25,1996,26.55555556,79.8
Asia,India,,Bombay (Mumbai),10,26,1996,27.22222222,81
Asia,India,,Bombay (Mumbai),10,27,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),10,28,1996,27.44444444,81.4
Asia,India,,Bombay (Mumbai),10,29,1996,27.33333333,81.2
Asia,India,,Bombay (Mumbai),10,30,1996,26.66666667,80
Asia,India,,Bombay (Mumbai),10,31,1996,26.83333333,80.3
Asia,India,,Bombay (Mumbai),11,1,1996,27.05555556,80.7
Asia,India,,Bombay (Mumbai),11,2,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),11,3,1996,26.88888889,80.4
Asia,India,,Bombay (Mumbai),11,4,1996,26.33333333,79.4
Asia,India,,Bombay (Mumbai),11,5,1996,26.88888889,80.4
Asia,India,,Bombay (Mumbai),11,6,1996,26.83333333,80.3
Asia,India,,Bombay (Mumbai),11,7,1996,26.55555556,79.8
Asia,India,,Bombay (Mumbai),11,8,1996,27.66666667,81.8
Asia,India,,Bombay (Mumbai),11,9,1996,27.05555556,80.7
Asia,India,,Bombay (Mumbai),11,10,1996,27.22222222,81
Asia,India,,Bombay (Mumbai),11,11,1996,26.27777778,79.3
Asia,India,,Bombay (Mumbai),11,12,1996,26,78.8
Asia,India,,Bombay (Mumbai),11,13,1996,26.55555556,79.8
Asia,India,,Bombay (Mumbai),11,14,1996,27.27777778,81.1
Asia,India,,Bombay (Mumbai),11,15,1996,27.94444444,82.3
Asia,India,,Bombay (Mumbai),11,16,1996,26.88888889,80.4
Asia,India,,Bombay (Mumbai),11,17,1996,26.5,79.7
Asia,India,,Bombay (Mumbai),11,18,1996,25.66666667,78.2
Asia,India,,Bombay (Mumbai),11,19,1996,25.77777778,78.4
Asia,India,,Bombay (Mumbai),11,20,1996,24.55555556,76.2
Asia,India,,Bombay (Mumbai),11,21,1996,26.38888889,79.5
Asia,India,,Bombay (Mumbai),11,22,1996,27.77777778,82
Asia,India,,Bombay (Mumbai),11,23,1996,28.33333333,83
Asia,India,,Bombay (Mumbai),11,24,1996,27.88888889,82.2
Asia,India,,Bombay (Mumbai),11,25,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),11,26,1996,27.72222222,81.9
Asia,India,,Bombay (Mumbai),11,27,1996,27.44444444,81.4
Asia,India,,Bombay (Mumbai),11,28,1996,26.72222222,80.1
Asia,India,,Bombay (Mumbai),11,29,1996,26.22222222,79.2
Asia,India,,Bombay (Mumbai),11,30,1996,25.83333333,78.5
Asia,India,,Bombay (Mumbai),12,1,1996,25.94444444,78.7
Asia,India,,Bombay (Mumbai),12,2,1996,24.77777778,76.6
Asia,India,,Bombay (Mumbai),12,3,1996,25.66666667,78.2
Asia,India,,Bombay (Mumbai),12,4,1996,25.33333333,77.6
Asia,India,,Bombay (Mumbai),12,5,1996,24.22222222,75.6
Asia,India,,Bombay (Mumbai),12,6,1996,25,77
Asia,India,,Bombay (Mumbai),12,7,1996,26.22222222,79.2
Asia,India,,Bombay (Mumbai),12,8,1996,27.55555556,81.6
Asia,India,,Bombay (Mumbai),12,9,1996,25.72222222,78.3
Asia,India,,Bombay (Mumbai),12,10,1996,24.88888889,76.8
Asia,India,,Bombay (Mumbai),12,11,1996,25.11111111,77.2
Asia,India,,Bombay (Mumbai),12,12,1996,25.33333333,77.6
Asia,India,,Bombay (Mumbai),12,13,1996,27.05555556,80.7
Asia,India,,Bombay (Mumbai),12,14,1996,28.27777778,82.9
Asia,India,,Bombay (Mumbai),12,15,1996,29.22222222,84.6
Asia,India,,Bombay (Mumbai),12,16,1996,29.38888889,84.9
Asia,India,,Bombay (Mumbai),12,17,1996,28.94444444,84.1
Asia,India,,Bombay (Mumbai),12,18,1996,28.11111111,82.6
Asia,India,,Bombay (Mumbai),12,19,1996,28.05555556,82.5
Asia,India,,Bombay (Mumbai),12,20,1996,27.27777778,81.1
Asia,India,,Bombay (Mumbai),12,21,1996,26.16666667,79.1
Asia,India,,Bombay (Mumbai),12,22,1996,25.94444444,78.7
Asia,India,,Bombay (Mumbai),12,23,1996,25.44444444,77.8
Asia,India,,Bombay (Mumbai),12,24,1996,25.44444444,77.8
Asia,India,,Bombay (Mumbai),12,25,1996,24.38888889,75.9
Asia,India,,Bombay (Mumbai),12,26,1996,25.44444444,77.8
Asia,India,,Bombay (Mumbai),12,27,1996,24.83333333,76.7
Asia,India,,Bombay (Mumbai),12,28,1996,25.44444444,77.8
Asia,India,,Bombay (Mumbai),12,29,1996,25.38888889,77.7
Asia,India,,Bombay (Mumbai),12,30,1996,25.61111111,78.1
Asia,India,,Bombay (Mumbai),12,31,1996,25.72222222,78.3
Asia,India,,Bombay (Mumbai),1,1,1997,25.11111111,77.2
Asia,India,,Bombay (Mumbai),1,2,1997,24.27777778,75.7
Asia,India,,Bombay (Mumbai),1,3,1997,24.05555556,75.3
Asia,India,,Bombay (Mumbai),1,4,1997,22.72222222,72.9
Asia,India,,Bombay (Mumbai),1,5,1997,23.05555556,73.5
Asia,India,,Bombay (Mumbai),1,6,1997,25.05555556,77.1
Asia,India,,Bombay (Mumbai),1,7,1997,24.61111111,76.3
Asia,India,,Bombay (Mumbai),1,8,1997,24.83333333,76.7
Asia,India,,Bombay (Mumbai),1,9,1997,25.77777778,78.4
Asia,India,,Bombay (Mumbai),1,10,1997,26.27777778,79.3
Asia,India,,Bombay (Mumbai),1,11,1997,26.22222222,79.2
Asia,India,,Bombay (Mumbai),1,12,1997,25.11111111,77.2
Asia,India,,Bombay (Mumbai),1,13,1997,24.77777778,76.6
Asia,India,,Bombay (Mumbai),1,14,1997,24.44444444,76
Asia,India,,Bombay (Mumbai),1,15,1997,22.44444444,72.4
Asia,India,,Bombay (Mumbai),1,16,1997,22.11111111,71.8
Asia,India,,Bombay (Mumbai),1,17,1997,24.33333333,75.8
Asia,India,,Bombay (Mumbai),1,18,1997,24.5,76.1
Asia,India,,Bombay (Mumbai),1,19,1997,23.66666667,74.6
Asia,India,,Bombay (Mumbai),1,20,1997,20.88888889,69.6
Asia,India,,Bombay (Mumbai),1,21,1997,20.55555556,69
Asia,India,,Bombay (Mumbai),1,22,1997,21.83333333,71.3
Asia,India,,Bombay (Mumbai),1,23,1997,23.05555556,73.5
Asia,India,,Bombay (Mumbai),1,24,1997,22.72222222,72.9
Asia,India,,Bombay (Mumbai),1,25,1997,23.16666667,73.7
Asia,India,,Bombay (Mumbai),1,26,1997,23.72222222,74.7
Asia,India,,Bombay (Mumbai),1,27,1997,23.16666667,73.7
Asia,India,,Bombay (Mumbai),1,28,1997,24.16666667,75.5
Asia,India,,Bombay (Mumbai),1,29,1997,24,75.2
Asia,India,,Bombay (Mumbai),1,30,1997,22.44444444,72.4
Asia,India,,Bombay (Mumbai),1,31,1997,21.33333333,70.4
Asia,India,,Bombay (Mumbai),2,1,1997,21.5,70.7
Asia,India,,Bombay (Mumbai),2,2,1997,23.5,74.3
Asia,India,,Bombay (Mumbai),2,3,1997,23.16666667,73.7
Asia,India,,Bombay (Mumbai),2,4,1997,22.88888889,73.2
Asia,India,,Bombay (Mumbai),2,5,1997,22.5,72.5
Asia,India,,Bombay (Mumbai),2,6,1997,22.55555556,72.6
Asia,India,,Bombay (Mumbai),2,7,1997,22.88888889,73.2
Asia,India,,Bombay (Mumbai),2,8,1997,23.72222222,74.7
Asia,India,,Bombay (Mumbai),2,9,1997,21.88888889,71.4
Asia,India,,Bombay (Mumbai),2,10,1997,22.66666667,72.8
Asia,India,,Bombay (Mumbai),2,11,1997,24.16666667,75.5
Asia,India,,Bombay (Mumbai),2,12,1997,26,78.8
Asia,India,,Bombay (Mumbai),2,13,1997,25.38888889,77.7
Asia,India,,Bombay (Mumbai),2,14,1997,25.33333333,77.6
Asia,India,,Bombay (Mumbai),2,15,1997,25.66666667,78.2
Asia,India,,Bombay (Mumbai),2,16,1997,24.44444444,76
Asia,India,,Bombay (Mumbai),2,17,1997,23.83333333,74.9
Asia,India,,Bombay (Mumbai),2,18,1997,22.94444444,73.3
Asia,India,,Bombay (Mumbai),2,19,1997,24.11111111,75.4
Asia,India,,Bombay (Mumbai),2,20,1997,23.83333333,74.9
Asia,India,,Bombay (Mumbai),2,21,1997,24.5,76.1
Asia,India,,Bombay (Mumbai),2,22,1997,26.27777778,79.3
Asia,India,,Bombay (Mumbai),2,23,1997,26.66666667,80
Asia,India,,Bombay (Mumbai),2,24,1997,26.05555556,78.9
Asia,India,,Bombay (Mumbai),2,25,1997,27.94444444,82.3
Asia,India,,Bombay (Mumbai),2,26,1997,27.33333333,81.2
Asia,India,,Bombay (Mumbai),2,27,1997,26.94444444,80.5
Asia,India,,Bombay (Mumbai),2,28,1997,28.83333333,83.9
Asia,India,,Bombay (Mumbai),3,1,1997,28.27777778,82.9
Asia,India,,Bombay (Mumbai),3,2,1997,28.05555556,82.5
Asia,India,,Bombay (Mumbai),3,3,1997,28.77777778,83.8
Asia,India,,Bombay (Mumbai),3,4,1997,26.94444444,80.5
Asia,India,,Bombay (Mumbai),3,5,1997,27.33333333,81.2
Asia,India,,Bombay (Mumbai),3,6,1997,26.61111111,79.9
Asia,India,,Bombay (Mumbai),3,7,1997,28.11111111,82.6
Asia,India,,Bombay (Mumbai),3,8,1997,30.33333333,86.6
Asia,India,,Bombay (Mumbai),3,9,1997,27.94444444,82.3
Asia,India,,Bombay (Mumbai),3,10,1997,29.94444444,85.9
Asia,India,,Bombay (Mumbai),3,11,1997,29.38888889,84.9
Asia,India,,Bombay (Mumbai),3,12,1997,27.33333333,81.2
Asia,India,,Bombay (Mumbai),3,13,1997,26.94444444,80.5
Asia,India,,Bombay (Mumbai),3,14,1997,27.83333333,82.1
Asia,India,,Bombay (Mumbai),3,15,1997,29.61111111,85.3
Asia,India,,Bombay (Mumbai),3,16,1997,30.05555556,86.1
Asia,India,,Bombay (Mumbai),3,17,1997,30.38888889,86.7
Asia,India,,Bombay (Mumbai),3,18,1997,28.55555556,83.4
Asia,India,,Bombay (Mumbai),3,19,1997,28.16666667,82.7
